0	1	2	3
zh	entailment	近日，云南省援助湖北省医疗队频频传来喜讯，他们在武汉救治的多名患者陆续被治愈出院	云南驻武汉医疗队再传捷报 ：多名患者被治愈出院
zh	contradiction	答：我们仍在研究这种病毒，但是在某些情况下它 ...	家里的宠物会传播病毒
zh	contradiction	最近，袁女士就接到了这样的诈骗电话。虽然她人在老家待了40天，却接到骗子打来的“北京疾控中心”电话，称袁女士在网上 ...	看到鄂牌车辆就打长沙疾控电话
zh	entailment	——来.	带毛领或绒线的外套容易吸附病毒
zh	contradiction	大公开内部一码公牛网.	别吃鱼，某地有 121 个鱼塘感染
zh	contradiction	8. 天气晴朗，出门晒太阳也不能杀灭病毒，因为太阳辐射达不到杀灭的温度。 9. 室温下，新型冠状病毒仍可存活 2-10 天，故室内温度不影响新型冠状 ...	晒太阳可以杀灭新型冠状病毒
zh	contradiction	来源于： 南方网. 发布日期： 2020-02-01. 责任编辑： 龙慧. 中山网© 版权所有.	口罩越厚，防病毒效果越好
zh	contradiction	有关部门在这方面又是怎么 ...	候鸟迁徙会携带传播新冠病毒
zh	entailment	加拿大国家展览协会当地时间5月12日宣布，由于新冠疫情的影响，该协会决定取消2020年的加拿大博览会	加拿大最大的博览会因疫情而被迫取消
zh	entailment	物美集团积极为货源受影响的餐饮企业和小商户提供商品供应；首航超市为小型便利店和小超市提供果蔬货源支持，数量达9吨	北京市18家大型超市承诺 主要蔬菜品种不涨价
zh	contradiction	這種翠綠色的甲殼蟲顏色太豔麗了，屍體身上就像是塗了一層厚厚的綠油漆一樣。 ... 燒了好幾個小時，我們確定了蟲子和屍體都被燒成了灰，在四周都噴上了消毒水才 ...	有人在身上喷消毒水烧着了
zh	contradiction	-|宁德行政新闻，宁德政策解答，网络辟谣，医疗健康常识，医院招聘，宁德特产，闽东文化，等宁德本土信息资讯！	某某城市飞机喷洒消毒药水
zh	contradiction	答案是：NO！ 中国工程院院士李兰娟在接受浙江新闻客户端记者采访时 ...	全身喷洒酒精可起到消毒效果
zh	entailment	4月28日下午，香港特区政府食物及卫生局举行记者会	香港入境人士新冠肺炎检疫措施将延长一个月
zh	contradiction	近日，我市网站及部分微信朋友圈出现谣言信息：四川省攀枝花市中心医院：昨天凌晨二点二十三分，三名男女生感染sk5病毒死亡，最大的32岁，最小的.	十三名男女生感染 sk5 病毒
zh	contradiction	... 网络上关于预防病毒的各种方法也流传开来，比如：喝板蓝根、熏醋消毒；吃点维生素抗病毒； ... 戴一个口罩就可以了，戴上三四个口罩会使人喘不过气来，因为空气无法从正面进入鼻腔，只能从 ...	熏醋可以预防新冠病毒
zh	entailment	不过疫情反弹甚至扩散的风险依然存在，要始终保持高度警惕	“五一”假期前三天 国内旅游收入约350亿元
zh	entailment	拉夫罗夫希望，俄罗斯所尽的努力对中国抗疫起到了一定的帮助	俄方高度评价中俄在抗击疫情方面的合作
zh	entailment	丁世钧表示，政府此前针对境内宗教设施、室内体育设施、酒吧娱乐设施及补习班等人员密集场所，发布的“强烈建议临时关闭”的行政命令将被取消，但上述场所仍需遵守现行检疫规定	为巩固防疫成果 ​韩国政府宣布延长保持社交距离措施至下月初
zh	contradiction	熊先军：由于新冠肺炎是一种新的疾病， ...	确诊患者治疗要自费 40%
zh	entailment	根据加利福尼亚州惩教局5月26日的统计数据显示，查卡瓦拉山谷加州州立监狱于5月13日发现三名服刑人员的新冠病毒检测呈阳性后，又有107人被感染，这使查卡瓦拉山谷州立监狱成为州立监狱系统中最近两周内被感染人数最多的监狱	美国加州州立监狱接连暴发新冠肺炎疫情 致9名服刑人员死亡
zh	contradiction	开栏的话：当前，新型冠状病毒感染的肺炎疫情正在肆虐，浙江辟谣网集纳实时权威辟谣信息，以事实破除谣言，助力疫情防控攻坚战！本报今起同步 ...	将有6万武汉人员来杭
zh	neutral	2月5日，武汉儿童医院确诊两例新生儿冠状病毒感染 ...	怀孕后确诊新冠肺炎，孩子不能要
zh	entailment	根据西班牙官方公告规定，在降级的第一阶段，餐馆和酒吧可重新开放50%的室外座位，400平方米以下的小商铺恢复营业，民众允许举行10人以下的室内聚会，以及15人以下的室外聚会	西班牙首都马德里将于25日进入紧急状态降级的第一阶段
zh	entailment	包括多家美国媒体在内的外媒就此进行关注和回顾，展现几个月来各阶层的美国人因为严重疫情受到的影响，以及对美国政府应对疫情工作的不满	美国新冠肺炎死亡人数逼近10万 残酷现实冲击民众
zh	entailment	累计9465名患者住院接受治疗	荷兰确诊新冠肺炎超过3万
zh	contradiction	辟谣：各城市版本的都是谣言！ 武汉、杭州、郑州等各城市版本的「飞机喷洒消毒药水」都是谣言！	某某城市飞机喷洒消毒药水
zh	entailment	我们真正需要做的是冷静下来与中国政府合作来了解疫情，竭尽所能确保疫情不会卷土重来	《柳叶刀》总编：指责中国是传播源头的说法从事实上就是错误的
zh	entailment	疫情期间商业航班受限制，许多运输都是通过印度空军、外国撤侨包机甚至外交航班完成	疫情期印度已对外输送数亿药片
zh	entailment	至此，火神山医院已累计治愈新冠肺炎确诊患者1009人	火神山医院累计治愈患者超千人
zh	contradiction	快看真相.	用了7天的N95口罩消毒可继续用
zh	entailment	他的家人发表声明说，他是在伦敦的国王学院（King’s College）去世的，最近几周他都在那里接受治疗	索马里前总理因新冠肺炎去世
zh	entailment	联合国大学世界发展经济学研究所于6月12日发布一份最新研究报告称，新冠肺炎疫情带来经济的衰退可能让赤贫人口增加3.95亿人，最差的情况下，即人均收入减少20%的话，全球日收入不足1.9美元（约合人民币13.5元）的赤贫人口总数或将增加到11.2亿	​新冠肺炎疫情危机或使全球赤贫人口增至11亿
zh	entailment	当地时间4月26日8时，一架由北京出发并满载着大批医疗物资的飞机平稳降落在伊斯兰堡国际机场，又一批中国政府和企业援巴抗疫医疗物资抵达伊斯兰堡	又一批中国政府和企业援助巴基斯坦抗疫物资抵达伊斯兰堡
zh	contradiction	疫情当前，总有一些抱有侥幸心理之人，不主动报告行程史、接触史、发热史，不自觉 ... 就诊时老人仍不说实话，拒不承认家里有人从武汉来京。 ... 月10日才自行就医。2月14日，两人被确诊感染新冠肺炎，由深圳市第三人民医院收治。	医院一老人被感染新冠肺炎跑了
zh	entailment	两家公司近日宣布，他们将使用蓝牙信号来提醒健康民众是否与测试该病毒呈阳性的人过于接近	美国苹果、谷歌联手打造针对新冠病毒的蓝牙预警系统
zh	contradiction	最近，这样一段“医用口罩真假测试”的视频在朋友圈热传。一网友拆开三个口罩，取出中间层，分别用打火机点燃，最后得出无火焰...	中间层烧不着的口罩才是真的
zh	contradiction	初步证明，中医治疗可以缩短新冠肺炎核酸转阴的时间。 ... 的散寒祛湿的作用，决定了艾叶非常适合用来作为外治方法，无论是熏艾还是艾灸。 ... 肺炎病房中，还引进了艾灸这种疗法，用来增强就诊患者的免疫能力，预防病毒感染。	熏艾可以预防新冠肺炎
zh	entailment	在新型冠状病毒肺炎爆发以来，服用抗生素可以防治新冠肺炎的说法 ... 世界卫生组织，到目前为止，还没有用于预防和治疗新型冠状病毒的药物。	目前还没有可防治新冠病毒的药物
zh	entailment	在抗击疫情的同时，湖北省各相关职能部门也发布了多条有针对性地援企、稳企、扩大就业举措，帮助企业加快复工复产的步伐	复工率已达91.4% 武汉多措施助力企业加速复工复产
zh	contradiction	新型冠状病毒肆虐，口罩等防护物资依旧紧缺，各类消毒产品成为很多人关注的焦点。一种宣称佩戴在身上就可以杀菌防病毒的“消毒卡”正在网上 ...	病毒防护卡挂身上能防新冠病毒
zh	entailment	福奇称，即便在最好的预期下，各州按部就班重启、放松防疫措施，必然导致疫情出现反复	美国传染病学家福奇警告：强行重启经济可能会导致疫情再次暴发
zh	entailment	【中国驻日本大使馆降半旗悼念抗疫牺牲烈士和逝世同胞】当地时间4月4日8时，中国驻日本大使馆下半旗表达对抗击新冠肺炎疫情斗争牺牲烈士和逝世同胞的深切哀悼	4月4日全国哀悼
zh	entailment	有人说，酒精喷洒后，空气中酒精浓度达到3.5%左右，遇到明火、静电火花、高温物体会发生爆炸。 有人说，酒精在空气中的爆炸极限是3.3%~19%， ...	别往空气中喷撒酒精，会爆炸
zh	entailment	按照武汉市委“要把强化患者救治作为重中之重，继续新建‘方舱医院’，打好提前量，力争‘床等人’”的防控疫情部署要求，武汉各区正在新改扩建大小型10座方舱医院，共计新增约11465个床位，用来收治新型肺炎感染的轻症患者	武汉再建10座方舱医院
zh	entailment	“生态健康联盟”是美国从事冠状病毒传播研究机构，曾与中国科研机构开展合作	美病毒研究机构被“断供” 77名诺奖得主联名抗议
zh	entailment	违反者将会被警告，严重违反者将处以5000美元罚款	华盛顿特区迎来“居家隔离令”首日
zh	entailment	3月26日，记者采访有关专家，探寻患者治愈背后的故事，以期找到医疗救治“湖南经验”，未来更好地为群众生命安全和身体健康保驾护航	治愈率99.6%是怎样做到的
zh	entailment	鉴于海外考试考点所在高校尚未对外开放，近期不具备组考条件，经研究并商相关国外考试主办机构，决定对6月份海外考试做如下调整：1.取消2020年6月所有托福考试，考试费将全额退还至考生个人报名账户	教育部考试中心：取消6月托福、雅思等海外考试
zh	neutral	在抗击疫情期间，面对大雪，少了些雅趣，多了些忧虑。 有人说，低温能杀死新型冠状病毒；也有人说，低温杀不死新型冠状病毒，雪花却 ...	下雪可以杀死病毒
zh	entailment	当天机场恢复恩施至杭州、西安、南京3个城市航线，共10个航班	湖北十堰、恩施两地机场正式复航
zh	entailment	据法国媒体10日报道，在法国多尔多涅省和维埃纳省先后出现聚集性疫情之后，上塞纳省也发生一起聚集性疫情	​“解封”前夕法国再次出现聚集性疫情
zh	contradiction	……不信谣！	新冠肺炎病人的肺部损伤不可逆
zh	entailment	日前，首趟前往匈牙利的中欧班列防疫物资专列抵达匈牙利首都布达佩斯	匈牙利首趟中欧班列防疫物资专列抵达匈牙利 匈官员为中国点赞
zh	neutral	北京大学基础医学院副教授初明称，在药物筛选中沐舒坦是常用药，建议在临床治疗中予以考虑和关注，但沐舒坦不 ...	沐舒坦可以防止新冠肺炎
zh	entailment	近日，海南省交通、财政、旅游等部门联合发布，2020年重大节假日期间（劳动节、中秋节、国庆节），往返琼州海峡（海口—徐闻）客滚运输通道进出海南省的非琼籍、非营运七座及以下小客车实施免费过海政策，鼓励引导岛外自驾游游客来海南旅游，促进旅游业疫后恢复	海南：重大节日，非琼籍、非营运小客车可免费过海
zh	entailment	3月份，民航共安排临时航班9架次，协助在伊朗和意大利的1466名中国公民回国，其中包括了前期援外的医疗专家组、联合工作组人员和留学生	民航局：20架次临时航班接回境外中国公民
zh	neutral	专家痛批：胡扯！，本视频由广东卫视原创提供，704次播放，好看视频是由百度团队打造的集内涵和颜值于一身的专业短视频聚合 ...	喷嚏一打几米远，病毒可悬浮一天
zh	neutral	6 天前 - 为什么一直提醒要带口罩答喷嚏可以最远八米远并且病毒可悬浮24小时意思就是你出去就要戴口罩因为你不知道24小时内有多少人在这个地方打过喷嚏对 ... 喷嚏一打几米远病毒可悬浮一天八百方网上药店 · 要带口罩喷嚏可以打八 ...	喷嚏可以打几米远！病毒可悬浮24小时
zh	entailment	为了帮助他们，大米 ATM 机、「食物银行」等善举不断涌现	ATM 机里取大米！ 多国救助低收入人群
zh	contradiction	他们也呼吁若买不到口罩，就建议大家可以使用可清洗的布制口罩代替，然后缝入合适的过滤 ... 有台灣醫生在社交媒體發文，教自製有效阻擋飛沫的.	买不到口罩可以自制
zh	entailment	4月1日，奥地利政府召开新闻发布会宣布，将追加10亿欧元作为小微企业紧急援助金，总规模达20亿欧元	奥地利新冠肺炎确诊人数破万 开展新冠病毒抽检
zh	entailment	俄罗斯驻华大使用中文悼念逝者：“今天是清明节，俄罗斯人民和中国人民一道沉痛默哀，向英勇牺牲的医务人员致敬	俄罗斯驻华大使用中文悼念逝者：和中国人民一道默哀
zh	entailment	这些地区疫情如果恶化，不排除将热点地区级别升回四级甚至五级	南非全国从6月1日起进入三级防控状态
zh	contradiction	渔护署一只宠物狗对2019冠状病毒病病毒的反复测试中均呈弱阳性反应，有关结果显示该狗已低程度感染有关病毒。 这只宠物狗是新冠肺炎患者 ...	家里的宠物会传播病毒
zh	entailment	因此，政府宣布即日（22日）起加强执法，不再接受跨州移动申请，也严禁人民“偷渡”到别州，一旦被发现将被处罚	马来西亚再度严格禁止进行跨州移动 以防新冠肺炎疫情的蔓延
zh	entailment	自4月12日开始，绥芬河海关对入境铁路工作人员不断强化检疫监管措施，对首次入境中俄双方铁路工作人员100%开展核酸检测，对于多次往返的调整为每5天进行核酸检测	黑龙江绥芬河海关对首次入境中俄铁路工作人员100%核酸检测
zh	entailment	作为新冠肺炎疫情最早爆发的欧洲国家之一，意大利自昨日起，开始逐步放松因疫情采取的一系列管控措施，进入抗疫和恢复经济并行的“第二阶段”	意大利复工复产
zh	entailment	长沙市第一医院心灵关怀小组知晓后，及时进行心理干预，为她建立信心	治愈率99.6%是怎样做到的
zh	contradiction	N95口罩的使用，美国疾控中心发布了一个文件，指出在特殊情况下（比如口罩供应不足等），可以在严格规范下“延长使用期限”以及“有限重复使用”。	用了7天的N95口罩酒精消毒可继续用
zh	contradiction	浙江辟谣网据丁香医生消息：近日有谣言称，别吃鱼，某地有121个鱼塘感染。经查证：青海、南宁、丽江等各城市版本的均为编造。正规渠道售卖的仍 ...	别吃鱼，某地有121个鱼塘感染
zh	entailment	据日本东京都的济生会中央医院当地时间22日消息，入住该医院附属幼儿院的8名婴幼儿确认感染了新冠病毒	日本东京一幼儿院确认8名婴幼儿感染新冠病毒
zh	entailment	印度媒体称，这是本周早些时候来自中国的第一批65万只快检试剂盒的补充	第二批30万只快检试剂盒从中国运抵印度 15分钟内可出结果
zh	contradiction	假的！|新浪网为全球用户24小时提供全面及时的中文资讯，内容覆盖国内外突发新闻事件、体坛赛事、娱乐时尚、产业资讯、实用 ...	用56℃的热水洗澡能对抗病毒
zh	entailment	全市已为9家出口企业办理出口退税1565万元，为6家重点保供化肥生产企业办理2月增值税增量留抵退税1066万元	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	entailment	首位在“代表通道”接受记者采访的是全国人大代表、湖北省十堰市太和医院院长罗杰，他作为疫情防控一线的医务工作者，分享了救治经历和抗疫感受	罗杰：在战疫一线 对90后刮目相看
zh	entailment	四是强化供应链保障	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	contradiction	流言：目前已有新冠病毒抗体检测试剂盒，可以在家中自行使用。 真相：前不久，一款号称在家就能自测是否感染新冠病毒的检验试剂盒悄悄在微信 ...	可在家使用新冠病毒试剂盒自测
zh	entailment	一方面认真落实国家近期出台的阶段性减免企业职工社保费、减免小规模纳税人增值税等应对疫情惠企政策，预计全市上半年可减免21344家参保企业（单位）养老、工伤和失业保险费12.63亿元，减免7386户小规模纳税人增值税7500万元	“新型冠状病毒感染的肺炎疫情防控工作”新闻发布会第五十六场
zh	entailment	全球公共卫生危机之下，美国这一“甩锅”与单边主义行径，无疑将削弱世卫组织能力，冲击国际抗疫合作，最终损害的将是包括美国人民在内的各国人民的利益，可谓损人害己	国际锐评丨美国“断供”世卫 损人害己
zh	entailment	累计追踪到密切接触者10934人，尚在隔离医学观察的密切接触者1人	2020年3月22日河北省新型冠状病毒肺炎疫情情况
zh	entailment	滞留远东的中国公民，他们就在当地接受隔离，同时要安排好自己的生活，准备生活到疫情结束	疫情结束前中俄陆路口岸旅检绝不开启
zh	entailment	在接受总台记者采访时，克劳德特博士对所谓的“病毒起源于武汉实验室”的说法进行了驳斥	知名专家：新冠病毒来自动物而非实验室
zh	entailment	为了避免因举办东京奥运会而造成交通拥挤，日本政府决定把明年举行开幕式的日子，通过法律程序改为公休日	​日本拟修改节假日法律 在奥运会开闭幕式期间创造连休假期
zh	entailment	严重的疫情导致瓜亚基尔市的医疗、救护、殡葬系统不堪重负	厄瓜多尔最大城市疫情严重 政府发表声明道歉
zh	contradiction	网络上流传2张截图，配文分别称「钟南山发布多喝单枞茶对防止肺炎有重大效果」「国家卫生局发布多吃草莓对防止肺炎 ...	多喝单枞茶多吃草莓可防肺炎
zh	entailment	今天，军队增派支援武汉抗击新冠肺炎疫情的又一批1200名医护人员抵达武汉	军队增派2600名医护人员全部抵达武汉
zh	entailment	5月6日，在泰国卫生部新冠肺炎疫情管理中心新闻发布会上，新闻发言人塔威辛透露，在过去的24小时内，有14名新冠病毒感染者康复出院，还有173名患者留在医院，共2989人确诊，55人死亡	泰国新冠肺炎治愈率已达92.37%
zh	entailment	当地时间5月6日，巴西联邦政府发布消息，总统府发言人奥塔维奥·雷戈·巴罗斯（Otávio Rêgo Barros）确认新冠病毒检测呈阳性	巴西总统府发言人新冠病毒检测呈阳性
zh	contradiction	答：病毒主要是从人的黏膜侵入，如口腔、鼻腔和眼部，对这些部位做好重点防护非常必要。科学试验证明，新冠病毒不会通过皮肤传播。对于粪口 ...	新冠病毒会通过皮肤侵入人体
zh	entailment	从6月1日起开始执行	宵禁时间再次减少，泰国将从6月1日起实施第三阶段解禁措施
zh	contradiction	56℃保持30分钟以上，可能杀死新型冠状病毒，所以电吹风对手和面部吹30秒不能消毒。 1、电吹风温度无法达到56℃；. 2、即便能达到56℃，对着手和面部吹30秒，毫 ...	电吹风对手和面部吹30秒能消毒
zh	entailment	别往身上喷! ... 在家中使用酒精的浓度高于70%的时候，酒精的挥发使室内空气中可燃性 ... 不光明火，如果喷洒浓度达到3%，衣服静电就能爆炸。	别往空气中喷撒酒精，会爆炸
zh	contradiction	25日中午，微信、微博等多个社交媒体平台上陆续传出“为了防控新型冠状病毒肺炎疫情，北京高速进京方向已封路”的消息。随后，北京“封城”的消息 ...	南京封城、封路
zh	entailment	当地时间4月14日，中国驻尼日利亚大使周平剑在与尼日利亚外交部长奥尼亚马会见后举行了联合记者会，就近期所谓“尼日利亚公民在广州遭到不当对待”进行了澄清和说明，并介绍了目前尼日利亚在广州被隔离公民的最新情况	尼日利亚外长澄清：部分尼公民在广州未严格遵守防疫规定 社交媒体错误解读
zh	contradiction	新浪微博网传“武汉华南海鲜市场老板是余甜，她的公公是湖北省政协副主席郑心穗”的消息。经核实，湖北省政协原副主席郑心穗没有儿子，此消息不 ...	华南海鲜老板是政协原副主席儿媳
zh	entailment	出行限制方面，从18日起在意大利各大区境内出行不再受限制，但除健康、工作原因和其他紧急情况之外仍禁止跨大区出行；6月3日起取消意大利境内出行限制，同时根据疫情风险等级，按照欧盟和有关国际法规，取消出入境限制	意大利自18日起进一步放开疫情管控 6月3日起开放边境
zh	entailment	黄山景区发布公告，从4月15日起，黄山风景区日进山游客最大承载量调整为1.5万人	15日起安徽黄山日进山游客不高于1.5万人
zh	entailment	这意味着，从今天开始，全国的中高风险区域全部“清零”	周知！今起全国中高风险区域“清零”
zh	contradiction	这些传言都是假的！ 传递正确的知识和信息，也是一种与疾病对抗的方式！真相在此↓扩散 ...	用 56℃ 的热水洗澡能对抗病毒
zh	contradiction	此外，医护工作者、执行公务、水电气等特殊保障部门人员必须驾车出行的，要予以保障，所有运输货物车辆不限行，警车属特种车辆不限行。“公务用 ...	十堰为限行全城开启红灯
zh	contradiction	对此，北京世纪坛医院副主任药师金锐表示，双黄连口服液由金银花、黄芩、连翘三味中药组成，这 ...	双黄连可以预防新冠病毒
zh	contradiction	近日，网上出现的关于“将有6万武汉人员从境外来杭”“杭州于26日中午12点开始封城”“政府安排飞机洒消毒药水”等，均为不实信息。公安部门对不实 ...	将有6万武汉人员来杭
zh	contradiction	谣言：洋葱可以吸附新冠病毒。辟谣：有传言称“洋葱可以吸附新冠病毒，在室内摆放去头去尾、不剥皮的洋葱，能吸附病菌，预防新冠肺炎”，这是真的 ...	洋葱可以预防新冠肺炎
zh	contradiction	【本期流言说法】：近日，网上有说法称：“谁也想不到这次肺炎解药是都生产了70年的老牌药磷酸氯喹！就是原来的土霉素。也就是说现在只要在发病 ...	磷酸氯喹就是原来的土霉素
zh	contradiction	中国青年网新型冠状病毒感染的肺炎疫情发生后，有网友翻出2018年“科学家发现新型冠状病毒”的旧闻，怀疑“是否两年前就已发现如今正在肆虐的 ...	新冠病毒2018年就发现了
zh	contradiction	】 中国工程院副院长王辰：我们有限的观察提示，肺功能能够相当的成长或完全的恢复。 有网友发出所谓「新冠病毒对肺 ...	新冠肺炎病人的肺部损伤不可逆
zh	contradiction	并且桑拿汗蒸的地方通风差、人多，反而增加疾病传播的几率。 且长时间桑拿、汗蒸，可能会出现脱水甚至休克等症状。 60、吃乳铁蛋白能预防新冠病毒 ...	桑拿、汗蒸能预防新冠病毒
zh	contradiction	丁香医生团队辟谣：到目前为止，还没有专门用于预防和治疗新冠病毒的药物. 有传闻某药方打粉和蛋清调匀，敷于双脚底涌泉穴。	把某些药物敷在脚底可以防病毒
zh	contradiction	网传现在新型冠状病毒感染的病例在10万例左右，从目前报告数据讲“国家医疗专家组成员、北京地坛医院感染性疾病诊疗与研究中心首席专家 ...	网传感染病例在10万例左右
zh	contradiction	近日，网传“武汉盘龙城一小区男子把口罩喷酒精戴，坐电梯，遇电梯84消毒，瞬间晕倒死亡”，该消息在网络传播，引起市民关注。	口罩喷酒精遇 84 消毒瞬间死亡
zh	entailment	为帮助俄罗斯政府应对新冠肺炎疫情，中国政府同意向俄罗斯政府援助抗疫物资，并负责将物资运至中国北京首都国际机场	医用口罩、防护服......中国政府援助俄罗斯抗疫物资离京赴俄
zh	entailment	加州方面正与美国疾控中心和当地的医疗保健合作伙伴共享邮轮乘客名单并进行调查	又一艘公主号邮轮发生疫情
zh	entailment	这是继支援伊朗、伊拉克之后，中国派出的第三支专家团队	中国医疗专家组携物资飞抵意大利
zh	neutral	病毒性肺炎，1月25日，北京大学基础医学院王月丹、初明团队通过计算机辅助药物高通量筛选，发现氨溴索等药物有望用于武汉新型冠状病毒的治疗 ...	沐舒坦可以防止新冠肺炎
zh	entailment	西班牙卫生部紧急情况中心主任费尔南多西蒙称，西班牙有16774人通过检测发现已拥新冠病毒抗体，因此西班牙曾感染过新冠病毒的总人数调整为219764人	西班牙单日治愈人数首超单日新增确诊人数
zh	entailment	德国联邦政府与各州政府6日达成一项新协议，进一步放松为应对新冠肺炎疫情采取的限制性措施，但保留“保持社交距离”、“佩戴口罩”等规定	德国进一步放松疫情限制措施 各州可视情况安排返校复课
zh	contradiction	世界卫生组织就中国疫情召开紧急会议，一旦将中国设为疫区，将对中国出口货物和对外交流造成重大影响！ 日期:2020-01-28 阅读:11534. “ 这一仗，一定不能输！”.	中国被列入疫区国
zh	contradiction	目前并未接到“限制外牌车辆进沪”的通知。 25日上午开始，网上流传一条消息称：“上海目前除沪牌不让进上海了。” 解放日报·上观新闻记者就此 ...	上海已限制外牌车辆进沪
zh	entailment	现有468人正在接受医学观察	我省新型冠状病毒肺炎疫情最新情况（3月19日发布）
zh	entailment	据德国媒体报道，在一些大型连锁理发店，预约已经排到了两周以后	德国理发业复工 但想理发 你可能要等两个星期……
zh	entailment	据统计，截至5月29日，全国贸促系统共计105家商事证明机构累计出具不可抗力事实性证明7274份，涉及合同金额约7316.4亿元人民币	中国贸促会：疫情期间，7274份不可抗力证明对国际合同履约和纠纷解决起到积极作用
zh	contradiction	该传言以微信群聊记录的形式发出，其中的文字提到“新冠病毒经过俄罗斯科学家验证证明系人工合成病毒，相关文件也已公布在俄卫生部官网”。	俄罗斯证实新冠病毒系人工合成
zh	entailment	病毒在潜伏期会干些啥.	新冠肺炎潜伏期最长 24 天
zh	contradiction	中医预防疫病特别重视安全有效且便于普及的外治方法，穴位艾灸是中医针灸重要的保健方法之一，可提高人体自身的抗病能力，有助于预防新冠 ...	熏艾可以预防新冠
zh	entailment	23日，昆士兰州州长安娜斯塔西娅·帕拉什丘克向媒体表示，昆士兰州政府将集中精力应对新冠疫情，有关布里斯班申办2032年奥运会的工作暂缓	澳大利亚昆士兰州政府将集中精力应对新冠疫情，暂缓申办2032年奥运会
zh	neutral	今天，国家卫健委在新闻发布会上回应了“新型冠状病毒会通过粪口传播”这一热点话题。国家卫健委高级别专家组组长钟南山院士也在采访中就这个 ...	新冠病毒会通过粪口传播
zh	contradiction	瀾滄人民醫院: 昨天凌晨二點二十三分， 十三名男女生感染SK5 病毒死亡， 最大的32 歲， 最小的5 歲， 參與搶救的醫生已被隔離， 中央1 台電視新聞己播出， 暫時別吃豬肉， ...	十三名男女生感染 sk5 病毒
zh	contradiction	... 中央13套电视新闻已播出，暂时别吃鱼肉，酸菜，特别是草鱼，酸菜鱼，水煮鱼，因安县有121个鱼塘已感染。收到马上发给你关心的人，最好群发。	别吃鱼，某地有 121 个鱼塘感染
zh	entailment	据菲律宾新闻通讯社消息，3月31日晚，菲律宾卫生部从中国购买的一批医疗防护用品运抵马尼拉比拉莫尔空军基地	菲律宾从中国购买的医疗防护用品运抵马尼拉
zh	entailment	5月25日，世界卫生组织官员再次对中国应对新冠肺炎疫情的努力表示赞赏，并称赞中国对外国专家参与新冠病毒起源的科学调查持开放态度	世卫和中国一同展开病毒起源调查：赞扬中国的开放态度
zh	neutral	新冠病毒的无症状感染者，就是指没有任何临床症状（如发热、咳嗽、肺炎 ... 传染性疾病都有一个特点：无症状感染患者和有症状的患者共同存在。	无症状患者也会传播新冠病毒
zh	entailment	截至2019年底，全国注册护士总数约445万，比2018年增长35万	国际护士节丨全国护士达445万 其中女性约占97%
zh	entailment	新加坡卫生部昨日（10日）在文告中透露，一间实验室不久前因试剂盒出问题将33人误诊为阳性	新加坡一实验室试剂盒出现问题 33人被误诊感染新冠肺炎
zh	entailment	发言人耿爽表示，中国政府高度关注在美中国公民的健康和福祉	外交部：祖国永远是海外同胞最坚强后盾
zh	contradiction	2月15日，国务院举行了应对新型冠状病毒感染肺炎疫情联防联控机制新闻发布会，会上介绍了金融系统全力支持抗击疫情和恢复生产有关情况。	不要收现金，会感染新冠病毒
zh	contradiction	谣言：洋葱可以吸附新冠病毒. 辟谣：目前没有证据显示洋葱能吸附病毒或细菌。 “在室内摆放去头去尾、不剥皮的洋葱，能吸附病菌，预防新冠肺炎”。	洋葱可以预防新冠肺炎
zh	entailment	世界卫生组织总干事谭德塞24日宣布，正式启动“里程碑式”的国际合作倡议，以加速新冠肺炎相关疫苗、诊断工具和治疗工具的研发、生产和公平分配，最终实现让全球所有人都可以获得应对新冠肺炎的相关工具	世卫启动“里程碑式”国际合作：加速疫苗、诊断工具和治疗工具的研发、生产和公平分配
zh	entailment	4 月 27 日，北京高三年级的同学们就要开学了	北京高三下周开学，多校举行开学模拟演练
zh	contradiction	谣言十九板蓝根+熏醋可以预防新型冠状病毒。真相1月21日晚，国家卫健委官方微博@健康中国对于喝板蓝根、熏醋可以预防新型冠状病毒的说法 ...	熏醋可以预防新冠病毒
zh	entailment	据日本放送协会消息，双方在电话会谈中，提及考虑到参赛选手的准备时间等问题，确定了东京奥运会、残奥会延期1年左右的提案方针	日本首相与国际奥委会主席通话 确定奥运会延期1年提案方针
zh	contradiction	谣言！】北京时间1月31日凌晨， #世界卫生组织#总干事谭德塞宣布，新型冠状病毒感染的肺炎疫情构成“国际关注的突发公共卫生事件” ...	中国被列入疫区国
zh	entailment	按照北京市新冠肺炎疫情防控工作领导小组刚刚发布的全市应急响应级别调整为二级的部署和要求，市委教育工委、市教委第一时间启动各项工作预案，指导各区各校从严落实各项防疫工作要求	17 日起，北京市中小学各年级一律停止到校上课
zh	entailment	6月10日，欧委会副主席博雷利称，欧委会将在本周内发布从7月1日起开放外部边界的提案，欧盟外部边界将逐步地开放	欧盟称将从7月1日起逐步开放外部边界
zh	entailment	当地时间4月1日下午，中国援助意大利抗击新冠肺炎疫情的第二批医疗专家组一行12人从米兰马尔彭萨机场乘机回国，中国驻米兰总领事宋雪峰等前往送行	中国第二批赴意抗疫医疗专家组从米兰启程回国
